,id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,fraud_count,chip_ratio,online_ratio,swipe_ratio,most_prefer,least_prefer,W_avg_min_amount,W_avg_max_amount,W_avg_mean_amount,W_avg_median_amount,W_avg_count_transaction,M_avg_min_amount,M_avg_max_amount,M_avg_mean_amount,M_avg_median_amount,M_avg_count_transaction,M_evg_unique_merchants,M_median_gap_sec,fraud_risk
296,957,73,64,1946,9,Female,862 Martin Luther King Drive,39.17,-77.26,33637,37789,24575,605,3,9.0,0.1441201234914398,0.04392365983721583,0.8119562166713443,Swipe,Online,6.413093385214007,265.94741245136186,50.72524301349836,31.507626459143967,13.863813229571985,2.344915254237288,567.5395762711864,50.905308469783435,27.234830508474577,60.389830508474574,28.483050847457626,14880.0,0
297,515,61,63,1958,10,Male,9525 First Boulevard,32.51,-94.76,20531,41865,60911,676,4,4.0,0.32448512585812356,0.03539282990083906,0.6401220442410374,Swipe,Online,1.592237354085603,132.55237354085602,24.130745349050873,9.1663813229572,12.752918287937744,1.1488135593220339,243.25686440677967,24.374478684056623,4.868305084745763,55.55084745762712,20.372881355932204,20520.0,0
298,1303,66,69,1953,3,Male,602 First Street,41.31,-81.85,30381,61937,138153,684,7,6.0,0.3978181818181818,0.10218181818181818,0.5,Swipe,Online,26.899490196078432,234.0813894324853,78.97528400339604,61.58809197651663,5.38160469667319,8.536440677966102,447.685593220339,76.72643744742514,57.7725,23.305084745762713,16.228813559322035,55740.0,0
299,1378,46,67,1973,3,Female,778 Main Avenue,44.27,-88.34,20013,40810,65643,614,4,7.0,0.33752030319436926,0.02598808879263671,0.6364916080129941,Swipe,Online,9.936089494163424,162.89274319066146,36.7680757376486,32.95906614785992,17.96692607003891,5.93457627118644,339.99881355932206,36.65474885594096,33.32046610169492,78.26271186440678,27.305084745762713,22380.0,0
300,1727,46,67,1973,10,Female,31 Oak Avenue,34.0,-81.03,23917,48762,143208,771,6,3.0,0.251531952144733,0.1434685341892812,0.6049995136659858,Swipe,Online,8.592801556420232,194.61922178988326,24.214727995987545,30.47395914396887,40.00389105058366,3.5216949152542374,345.23991525423725,24.138133514895976,31.13177966101695,174.25423728813558,23.076271186440678,1200.0,0
301,1283,50,65,1970,1,Male,720 Seventh Avenue,45.64,-122.37,31226,63673,147913,591,4,16.0,0.44226079472098695,0.07057810930999857,0.48716109596901447,Swipe,Online,10.666342412451362,221.13791828793774,58.62340249968072,53.381624513618675,13.562256809338521,4.08728813559322,408.39245762711863,58.29186796819411,56.608728813559324,59.07627118644068,27.33050847457627,8040.0,1
302,1239,34,65,1985,11,Female,5449 Lexington Drive,33.78,-117.93,18679,38081,28613,811,4,1.0,0.4324817518248175,0.0414093206064009,0.5261089275687816,Swipe,Online,1.3540466926070038,172.1576653696498,34.14354008097092,16.592529182879378,13.859922178988327,0.6800847457627118,313.50076271186435,34.39380651275044,15.33665254237288,60.3728813559322,25.728813559322035,18300.0,0
303,1078,56,65,1963,12,Female,291 Seventh Drive,40.6,-88.98,28237,57576,161107,589,2,6.0,0.36771187507870545,0.06888301221508626,0.5634051127062083,Swipe,Online,3.9281517509727624,289.2428404669261,56.58681388330053,41.74608949416343,15.449416342412452,2.3329661016949155,586.8075423728814,56.060210755297355,42.700254237288135,67.29661016949153,25.73728813559322,20220.0,0
304,124,31,70,1988,8,Female,9833 Forest Street,34.6,-98.42,16829,34311,6971,680,4,7.0,0.2637269809089373,0.044602128737962494,0.6916708903531001,Swipe,Online,1.1488329979879277,132.05498993963784,24.334964536976454,8.029295774647887,11.909456740442655,0.7370175438596491,245.7759649122807,24.44538466627246,4.438464912280702,51.921052631578945,19.29824561403509,18420.0,0
305,750,61,68,1959,1,Female,475 Oak Boulevard,35.19,-80.83,14793,30165,36972,694,2,6.0,0.39060288706481744,0.13133314463628645,0.47806396829889614,Swipe,Online,8.9968093385214,136.09694552529183,42.69619976483741,34.32040856031128,6.873540856031128,2.5669491525423727,260.9395762711864,42.03834263661236,29.983389830508475,29.940677966101696,20.23728813559322,39120.0,0
306,1223,53,67,1966,6,Male,822 Ocean Street,41.8,-87.92,92938,189490,448929,717,3,9.0,0.4263565891472868,0.1124031007751938,0.46124031007751937,Swipe,Online,65.94376470588236,440.75176470588235,164.56609327992268,145.3154705882353,6.070588235294117,90.33090909090909,787.56,189.68307682627358,152.405,23.454545454545453,16.363636363636363,39000.0,0
307,575,84,65,1935,12,Male,6478 Valley Stream Avenue,40.15,-74.85,23207,26476,406,813,5,30.0,0.3398109243697479,0.07300420168067227,0.5871848739495799,Swipe,Online,9.602645914396888,159.66208171206225,43.31165526796824,36.70470817120623,11.11284046692607,2.1333898305084746,297.99881355932206,42.547592538425924,35.626991525423726,48.40677966101695,21.949152542372882,21720.0,1
308,428,39,69,1980,11,Male,6405 Fifth Avenue,42.99,-71.45,27706,56486,116394,689,2,6.0,0.4932482564178661,0.07078201513577682,0.435969728446357,Chip,Online,7.089932735426009,222.66737668161434,53.027403739302834,43.618441704035874,15.109865470852018,4.0813725490196076,405.9897058823529,53.346063550325646,43.67397058823529,66.06862745098039,30.54901960784314,24000.0,0
309,828,59,71,1960,3,Female,85 Littlewood Avenue,29.45,-98.5,17609,35906,69819,659,3,14.0,0.328494584039496,0.2243755065949451,0.4471299093655589,Swipe,Online,7.345330739299611,141.06750972762646,27.99858142439697,23.771225680933853,26.40272373540856,4.571525423728814,259.56228813559323,27.960541191487902,23.504830508474576,115.00847457627118,33.92372881355932,9120.0,1
310,846,48,66,1971,11,Female,58 Catherine Drive,41.26,-96.01,33232,67761,0,745,4,0.0,0.38842599606120287,0.012119375852143614,0.5994546280866535,Swipe,Online,6.717529182879377,215.59655642023347,40.38716564709798,22.298443579766538,25.684824902723737,3.9952542372881354,379.0579661016949,40.308985631453105,19.71194915254237,111.88135593220339,29.915254237288135,9180.0,0
311,335,46,68,1973,7,Female,75 Birch Lane,26.74,-80.12,27696,56467,66565,688,3,1.0,0.41541160988448605,0.08378417897353414,0.5008042111419798,Swipe,Online,5.64056420233463,262.74367704280155,61.16920589472353,44.73441634241245,13.305447470817121,3.5273728813559324,468.25796610169493,61.554118162117135,41.32648305084746,57.95762711864407,27.050847457627118,19470.0,0
312,639,55,73,1965,2,Female,82 Jefferson Avenue,41.12,-83.01,18462,37645,46298,654,4,3.0,0.37636949516648766,0.015682062298603652,0.6079484425349087,Swipe,Online,0.7903112840466927,193.47070038910508,24.827954558284294,12.557480544747081,27.169260700389106,0.5692372881355933,370.0,24.847759773353854,13.043093220338983,118.34745762711864,27.47457627118644,6660.0,0
313,386,48,64,1971,11,Male,3034 Third Boulevard,42.26,-71.8,24506,49967,62509,655,1,9.0,0.32519640852974185,0.27543958099513655,0.3993640104751216,Swipe,Online,4.713307392996109,265.492140077821,43.91969339357337,24.075019455252917,20.801556420233464,2.83,479.11762711864407,44.01439458388349,20.639788135593218,90.61016949152543,30.127118644067796,4440.0,0
314,581,48,67,1971,3,Male,1813 Second Lane,29.99,-90.24,14696,29962,55000,684,3,15.0,0.4394230769230769,0.08557692307692308,0.475,Swipe,Online,6.2028988326848244,122.51266536964981,33.445974051058734,27.07683852140078,10.116731517509727,1.4666101694915255,255.27254237288136,33.571251694766325,27.133686440677966,44.067796610169495,24.60169491525424,30660.0,1
315,1910,49,59,1970,5,Male,710 North Lane,27.48,-82.57,17590,35868,48465,562,4,21.0,0.1930915099535762,0.5838382248800063,0.2230702651664175,Online,Chip,6.604357976653696,173.97912451361867,31.61523443212647,26.279260700389106,24.72568093385214,3.388813559322034,306.53415254237285,31.592159482741486,26.61364406779661,107.70338983050847,24.110169491525422,13920.0,1
316,731,31,73,1988,7,Male,5558 Littlewood Avenue,40.32,-118.2,18734,38193,39874,703,3,11.0,0.5106725734997987,0.05074506645187273,0.4385823600483286,Chip,Online,24.563237410071945,177.89810551558753,69.67410410412928,64.06575539568345,5.954436450839329,12.614123711340206,318.3935051546392,71.63409425790964,64.80458762886597,25.5979381443299,15.690721649484535,42960.0,1
317,21,48,66,1972,2,Male,819 Park Boulevard,39.47,-87.38,21131,43084,0,850,3,12.0,0.39086726869994887,0.06951780541829954,0.5396149258817515,Swipe,Online,3.6160311284046696,145.21963035019456,32.71281144791042,19.00206225680934,11.418287937743191,2.3782203389830507,246.2127966101695,32.65711359440155,14.839110169491526,49.73728813559322,22.89830508474576,20670.0,1
318,273,42,72,1977,4,Female,849 Norfolk Lane,41.16,-80.56,18351,37415,66403,665,1,5.0,0.4276430496116659,0.05008717704866064,0.5222697733396735,Swipe,Online,7.651984435797665,202.17369649805448,50.000888303151314,44.7883560311284,12.27431906614786,3.5111016949152543,421.1469491525424,49.41863552126482,45.981822033898304,53.46610169491525,25.338983050847457,24780.0,0
319,63,40,64,1979,12,Male,390 Tenth Street,40.72,-74.17,17370,35418,51741,660,6,22.0,0.2582756331215024,0.4625818078345822,0.2791425590439154,Online,Chip,0.7540466926070039,158.56501945525292,20.54520243277835,5.472859922178989,20.511673151750973,0.5368644067796611,309.13355932203393,20.630406329678674,4.869872881355932,89.34745762711864,23.677966101694917,9180.0,1
320,103,41,71,1978,3,Female,8 Tenth Drive,35.82,-78.65,17056,34774,78060,850,5,10.0,0.3903726708074534,0.17173913043478262,0.43788819875776397,Swipe,Online,15.60365234375,152.14521484375,53.624437788091456,47.839873046875,6.2890625,4.746949152542372,299.6883898305085,52.3932363613019,46.11372881355932,27.28813559322034,17.93220338983051,42660.0,0
321,1193,90,75,1929,11,Female,6245 River Lane,41.69,-73.92,27934,51717,418,717,5,5.0,0.28247090008067305,0.08493719027313587,0.632591909646191,Swipe,Online,3.126945525291829,161.6481712062257,34.275953735878446,14.97068093385214,16.881322957198442,2.191779661016949,271.2535593220339,34.24297088617552,13.372881355932204,73.53389830508475,26.43220338983051,10620.0,0
322,585,52,62,1967,9,Male,5581 Federal Street,30.11,-97.3,20346,41483,64715,584,1,7.0,0.0,0.47675401521555366,0.5232459847844463,Swipe,Chip,8.093151750972764,147.36947470817123,31.49745789185262,21.468229571984438,18.412451361867703,2.928813559322034,285.7512711864407,31.55317908259661,21.31940677966102,80.20338983050847,24.33050847457627,14280.0,0
323,1958,51,72,1969,2,Male,2994 Tenth Lane,35.05,-78.87,18316,37346,64030,680,5,19.0,0.4110964767863023,0.06404346394468226,0.5248600592690155,Swipe,Online,1.2585214007782102,162.9220233463035,30.198530446217983,16.110058365758753,11.817120622568094,0.8016949152542372,306.30432203389836,30.309815954979744,14.933728813559323,51.47457627118644,21.872881355932204,18000.0,1
324,744,58,67,1961,10,Female,927 Ocean View Drive,25.77,-80.2,21923,44699,21685,842,5,10.0,0.33618432536219234,0.11956711467969977,0.5442485599581078,Swipe,Online,2.775097276264592,140.68920233463035,37.45583973080945,23.77,11.145914396887159,0.3876271186440678,226.9622881355932,37.68876593224474,18.998389830508476,48.55084745762712,22.822033898305083,18540.0,0
325,477,57,67,1962,3,Male,45 Maple Lane,44.75,-68.67,24259,49467,77465,697,5,10.0,0.31958762886597936,0.06928441479684658,0.6111279563371741,Swipe,Online,2.34784046692607,235.66336575875488,50.077579538992616,29.176682879377434,12.832684824902724,1.3433898305084746,396.7428813559322,49.90284994838777,26.023686440677967,55.898305084745765,26.906779661016948,19500.0,0
326,357,59,67,1960,9,Female,645 Catherine Lane,42.35,-71.06,39312,80156,61817,735,4,6.0,0.45221010332950634,0.04879448909299656,0.4989954075774971,Swipe,Online,4.198774319066148,250.78157587548637,45.23332026790102,16.08123540856031,13.556420233463035,3.057627118644068,454.74855932203394,45.37210892843347,10.187245762711864,59.05084745762712,24.95762711864407,14400.0,0
327,1080,56,63,1963,11,Female,4581 Eighth Boulevard,32.19,-83.17,14425,29413,46043,703,2,21.0,0.458077206786329,0.025694615195475782,0.5162281780181952,Swipe,Online,1.1128793774319066,110.87937743190662,27.777205666025736,21.794571984435798,15.82490272373541,0.6243220338983051,175.8906779661017,27.66966421691744,19.565127118644067,68.9322033898305,25.95762711864407,15780.0,1
328,711,39,60,1980,10,Male,6757 Eighth Avenue,39.01,-89.78,20056,40894,51844,657,1,1.0,0.46971084652623313,0.014523093026298574,0.5157660604474683,Swipe,Online,4.47335294117647,148.7144117647059,60.61085155484495,70.59753921568628,14.986274509803922,1.7588034188034187,256.74324786324786,60.362693467987455,73.67448717948719,65.32478632478633,16.46153846153846,24240.0,0
329,1731,64,66,1956,1,Female,599 First Drive,34.14,-117.45,23172,47242,62224,704,6,6.0,0.41793434747798236,0.13490792634107285,0.44715772618094474,Swipe,Online,22.309270216962524,137.04591715976332,58.959365637923334,53.38673570019724,4.927021696252465,6.245084745762711,249.09364406779662,57.33474265464726,49.650932203389836,21.16949152542373,16.033898305084747,58560.0,0
330,451,65,67,1954,12,Male,654 Birch Lane,41.26,-96.01,14199,28951,56777,711,2,2.0,0.4313020013492242,0.064762761412188,0.5039352372385878,Swipe,Online,9.177140077821011,112.72346303501945,47.30464698180259,46.43380350194552,8.651750972762645,2.2819491525423725,195.1116101694915,47.27738449476808,48.6767372881356,37.686440677966104,16.5,30240.0,0
331,1817,52,64,1968,2,Female,25622 Lake Street,29.55,-95.27,36253,73920,166395,683,1,1.0,0.3574706782253952,0.23644399116097228,0.4060853306136325,Swipe,Online,3.7082879377431905,291.6514591439689,59.299289665398504,33.24238326848249,22.891050583657588,2.136864406779661,548.5866949152543,59.317861860567,30.422542372881356,99.71186440677967,27.610169491525422,10800.0,0
332,1383,68,64,1951,4,Female,315 Norfolk Lane,42.39,-71.1,31849,59938,36978,670,1,6.0,0.3125448028673835,0.3270011947431302,0.36045400238948627,Swipe,Chip,4.026070038910506,244.48560311284047,57.41945389264976,44.69507782101167,16.284046692607003,1.6145762711864409,519.1560169491526,57.34648230139886,43.92805084745763,70.9322033898305,26.8135593220339,16800.0,0
333,1915,54,65,1965,6,Male,758 Sixth Boulevard,41.32,-74.18,25534,52062,97881,775,4,3.0,0.4478612470738455,0.0417110023409236,0.5104277505852309,Swipe,Online,6.398171206225681,277.63811284046693,63.327520942631104,46.31220817120622,18.284046692607003,2.9723728813559323,503.4461016949152,63.68302578597863,44.33889830508475,79.64406779661017,32.78813559322034,16860.0,0
334,1882,58,65,1961,10,Male,860 Maple Avenue,37.59,-122.06,29097,59322,145137,694,3,25.0,0.4356040447046301,0.06732304417243215,0.4970729111229377,Swipe,Online,16.63521484375,221.4648046875,70.04981945266998,60.08330078125,7.33984375,5.877203389830508,403.44720338983046,70.33288086424807,60.08898305084746,31.847457627118644,20.516949152542374,35640.0,1
335,1467,26,69,1993,9,Female,229 Norfolk Street,42.58,-83.14,26120,53254,131334,736,1,2.0,0.5125398996808026,0.1785985712114303,0.30886152910776715,Chip,Online,1.2849742268041238,248.35505154639173,40.27634389095652,19.599304123711338,16.95618556701031,0.8185393258426966,456.15157303370785,40.20488092097503,19.146516853932585,73.92134831460675,28.146067415730336,10860.0,0
336,1791,61,67,1958,11,Male,4975 Madison Boulevard,39.77,-86.14,16045,32716,46919,593,3,10.0,0.3489208633093525,0.126322471434617,0.5247566652560305,Swipe,Online,5.341108949416342,168.66826848249028,39.61339766858273,30.985710116731518,9.194552529182879,1.2605932203389831,336.22906779661014,38.60936615078471,25.72995762711864,40.05084745762712,22.677966101694917,18720.0,0
337,447,79,68,1940,3,Male,5336 Tenth Drive,43.22,-86.25,19131,30977,21507,796,5,12.0,0.3481085212074895,0.0634314100114635,0.588460068781047,Swipe,Online,5.659824902723735,155.21665369649804,28.809074861077214,15.073132295719844,10.182879377431906,2.0505084745762714,331.79661016949154,29.60379159537617,12.084025423728812,44.355932203389834,23.610169491525422,17700.0,1
338,1640,67,71,1952,10,Female,311 Washington Lane,41.89,-84.04,17144,34954,5942,729,3,18.0,0.4179566563467492,0.07636738906088751,0.5056759545923633,Swipe,Online,23.053385826771656,171.77923379174854,60.0411149678743,50.19239685658153,5.711198428290766,8.988559322033899,369.56728813559323,59.53087448289032,48.23038135593221,24.635593220338983,16.0,56370.0,1
339,636,47,69,1973,2,Female,1342 Hill Lane,41.83,-87.68,11951,24372,63295,793,4,12.0,0.35209235209235207,0.07647907647907648,0.5714285714285714,Swipe,Online,9.579064327485382,110.68124756335283,34.751927753641205,30.929463937621833,6.754385964912281,3.3023728813559323,184.75389830508473,33.118100517256025,27.745042372881354,29.364406779661017,16.26271186440678,34530.0,1
340,782,51,66,1968,7,Female,2554 11th Lane,41.28,-84.36,18229,37169,93844,722,3,9.0,0.28822958547067795,0.02495494246499376,0.6868154720643282,Swipe,Online,8.793035019455253,180.48293774319066,31.246993275148895,41.086906614785995,28.06614785992218,3.898813559322034,329.3311016949153,31.257984135567956,42.79419491525424,122.2542372881356,23.050847457627118,4140.0,0
341,316,36,69,1983,8,Male,995 Martin Luther King Street,29.76,-95.38,19554,39871,73726,719,4,19.0,0.4596147872009941,0.06415035725380552,0.4762348555452004,Swipe,Online,12.223871595330738,183.78655642023344,69.24852139761353,71.59944552529183,12.525291828793774,0.6294915254237288,301.5679661016949,67.72090152260232,71.30224576271186,54.559322033898304,25.016949152542374,25860.0,1
342,1192,44,68,1976,2,Female,1450 Rose Drive,44.22,-93.44,19630,40026,70877,768,1,2.0,0.4194341943419434,0.035465354653546534,0.5451004510045101,Swipe,Online,3.396817288801572,88.05681728880157,22.202067086427835,11.799096267190569,9.583497053045187,1.172051282051282,147.91991452991454,22.298666598698723,9.590299145299145,41.69230769230769,14.923076923076923,25110.0,0
343,490,86,68,1933,9,Male,90 Lexington Drive,29.45,-98.5,29557,33426,1852,699,4,9.0,0.41108291612372266,0.052465537343117756,0.5364515465331596,Swipe,Online,2.6555642023346304,388.4774124513619,77.26966528184309,51.953492217898834,28.367704280155642,1.561949152542373,479.1307627118644,77.50718460934064,51.888516949152546,123.5677966101695,45.16101694915254,5280.0,0
344,387,34,65,1985,10,Male,8229 Bayview Avenue,41.4,-82.23,22261,45388,64749,723,1,9.0,0.07921589688506982,0.10257787325456498,0.8182062298603652,Swipe,Chip,1.0878424657534245,55.30256849315069,14.650005827169972,10.134126712328767,12.753424657534246,0.7204477611940299,88.79014925373136,14.703361877979308,8.464701492537314,55.582089552238806,20.029850746268657,21180.0,0
345,869,73,68,1946,9,Male,9355 Ocean View Drive,33.85,-84.22,22682,34220,0,745,5,27.0,0.3434679334916865,0.11140142517814727,0.5451306413301663,Swipe,Online,9.817933723196882,146.19060428849903,38.45470270716237,24.91475633528265,8.206627680311891,4.712457627118645,295.43186440677965,37.85755534353239,20.26978813559322,35.67796610169491,21.11864406779661,27660.0,1
346,721,39,67,1980,5,Male,9735 Birch Street,25.77,-80.2,18828,38386,74820,850,6,11.0,0.2820548712206047,0.041573348264277714,0.6763717805151176,Swipe,Online,1.0468482490272375,124.6436186770428,23.09260337171743,13.347130350194552,13.898832684824903,0.6783898305084746,244.46932203389832,23.29606832695451,11.919661016949153,60.54237288135593,24.084745762711865,16080.0,1
347,152,37,68,1982,3,Female,49 Tenth Street,33.72,-84.32,24196,49335,51520,773,3,4.0,0.45664739884393063,0.05995045417010735,0.483402146985962,Swipe,Online,8.507568093385215,257.45634241245136,88.53840686324162,81.06174124513619,11.780155642023347,0.9317796610169492,422.6762711864407,88.87650993766093,80.39766949152542,51.313559322033896,24.279661016949152,21720.0,0
348,1896,50,79,1969,9,Female,6695 River Lane,41.91,-83.38,19736,40246,74352,641,5,10.0,0.3703663908885785,0.03921779305898786,0.5904158160524337,Swipe,Online,1.247101167315175,158.80972762645914,27.24032588692955,15.947684824902725,18.107003891050585,0.8895762711864407,292.1907627118644,27.533627676054525,15.85313559322034,78.87288135593221,28.279661016949152,9240.0,0
349,1028,50,66,1970,1,Male,1012 Hill Drive,41.83,-87.68,39789,81122,112394,682,5,9.0,0.25777470628887356,0.2869154572679106,0.4553098364432159,Swipe,Chip,10.435019455252919,385.3958949416342,67.95191199743189,49.56301556420233,16.891050583657588,2.934661016949153,824.9915254237288,67.9290227250412,51.534067796610174,73.57627118644068,29.0,12840.0,0
350,549,51,65,1968,4,Male,774 Wessex Lane,33.3,-111.74,30557,62304,113416,719,4,3.0,0.2867401897922544,0.09053603488073865,0.622723775327007,Swipe,Online,14.647037037037038,261.865828460039,69.63010913547842,47.11656920077973,7.6003898635477585,6.084745762711864,500.41110169491526,70.3648260270656,42.03067796610169,33.04237288135593,21.161016949152543,34140.0,0
351,565,54,65,1965,10,Male,6721 Sussex Drive,32.98,-96.89,21381,43598,15891,757,4,10.0,0.1718969555035129,0.03723653395784543,0.7908665105386417,Swipe,Online,4.006108949416342,184.9324513618677,48.67259315717837,34.80174124513619,16.6147859922179,1.5465254237288137,329.58923728813556,48.53900938382366,32.11991525423729,72.37288135593221,23.23728813559322,12840.0,0
352,1980,54,63,1965,5,Male,990 West Street,29.37,-95.45,22856,46603,57177,612,1,2.0,0.4093516924842226,0.09150889271371199,0.4991394148020654,Swipe,Online,21.047738791423,139.7116374269006,51.46630218218907,45.85753411306043,6.795321637426901,8.204661016949153,265.10550847457625,51.430197471547196,42.71872881355932,29.54237288135593,18.389830508474578,45180.0,0
353,1494,26,71,1993,3,Male,7703 Fourth Avenue,26.14,-80.13,14191,28931,34511,711,4,7.0,0.7653876898481216,0.06634692246203037,0.1682653876898481,Chip,Online,0.8716961130742049,114.14452296819789,26.375915901663408,13.90994699646643,8.840989399293287,0.4938461538461539,189.3233846153846,26.18506489537277,9.753384615384617,38.49230769230769,19.892307692307693,27060.0,0
354,1809,42,71,1977,9,Female,338 Bayview Lane,38.81,-77.72,35905,73208,115827,664,6,29.0,0.3251936679016504,0.1468507915122937,0.5279555405860559,Swipe,Online,2.0751750972762646,240.85780155642024,38.10923460074527,21.658667315175098,23.105058365758754,1.4595762711864406,433.5612711864407,38.276156389411206,20.906440677966103,100.64406779661017,35.220338983050844,12120.0,1
355,637,42,68,1978,2,Female,794 Lake Street,40.98,-74.06,37908,77288,46160,771,4,11.0,0.23343166175024582,0.47325467059980336,0.2933136676499508,Online,Chip,8.02749027237354,265.66661478599224,48.81382296768574,32.13325875486381,19.785992217898833,3.6205084745762712,468.41423728813555,49.22475249322018,32.07228813559322,86.1864406779661,26.127118644067796,9780.0,1
356,1770,30,66,1989,9,Male,6657 West Street,26.61,-80.05,18415,37544,15489,703,4,2.0,0.4751921733053808,0.06551362683438156,0.4592941998602376,Chip,Online,3.593212560386473,169.06125603864734,32.922690882089825,22.038937198067636,13.826086956521738,1.8330526315789473,381.1995789473684,32.47063962654065,21.06605263157895,60.252631578947366,23.768421052631577,20520.0,0
357,1459,53,65,1967,2,Male,9385 Birch Street,35.11,-106.62,15385,31369,0,707,3,11.0,0.0,0.007638402242466713,0.9923615977575333,Swipe,Chip,2.006420233463035,148.33865758754865,16.95669093088398,12.100856031128405,27.762645914396888,1.4504237288135593,260.71330508474574,17.061235399872633,9.99906779661017,120.9322033898305,19.02542372881356,3780.0,1
358,1544,36,65,1983,9,Female,7643 Martin Luther King Street,40.1,-84.62,16351,33339,83353,679,2,7.0,0.5267258561333575,0.20728392824787098,0.2659902156187715,Chip,Online,6.6622941176470585,198.27461764705882,58.12364698065318,46.23592647058823,16.23235294117647,2.607820512820513,310.74628205128204,58.076415373378055,45.584679487179486,70.75641025641026,27.67948717948718,7800.0,0
359,112,54,66,1965,12,Female,85 Lafayette Boulevard,43.98,-75.6,17220,35114,24637,686,5,6.0,0.29745346696665986,0.25015340560441807,0.45239312742892207,Swipe,Online,0.7750778210116731,158.76900778210117,33.612196315170415,24.136517509727625,38.04669260700389,0.5616949152542373,258.31796610169494,33.6507992806709,21.34987288135593,165.72881355932202,33.38135593220339,3240.0,0
360,369,39,65,1980,9,Male,5193 East Street,38.22,-85.74,25258,51499,7226,788,4,5.0,0.1825333485349447,0.10899555352867404,0.7084710979363813,Swipe,Online,6.067023346303501,313.566186770428,66.61570896928193,60.19406614785992,17.06420233463035,3.119322033898305,638.9765254237287,66.25337927175406,61.16016949152542,74.33050847457628,27.52542372881356,15180.0,0
361,994,85,67,1934,10,Female,577 12th Lane,40.09,-74.21,13006,9795,396,771,7,16.0,0.42738589211618255,0.02255096518130976,0.5500631427025077,Swipe,Online,6.211867704280156,93.80494163424125,22.5626005150706,16.911517509727627,10.784046692607005,3.3252542372881355,153.1708474576271,22.337990676530712,15.947966101694915,46.97457627118644,19.0,31080.0,1
362,1029,66,72,1953,3,Male,9218 Martin Luther King Avenue,27.9,-81.97,17944,36589,86573,676,3,5.0,0.1722560975609756,0.11610772357723577,0.7116361788617886,Swipe,Online,13.091050583657587,180.063093385214,55.98038408406273,45.47182879377432,7.657587548638133,2.5553389830508473,301.74254237288136,53.83876091998655,37.89766949152543,33.355932203389834,19.64406779661017,27360.0,0
363,1680,59,63,1960,11,Female,4701 Littlewood Drive,27.95,-82.48,28916,58959,109358,598,2,10.0,0.7859281437125748,0.0815868263473054,0.13248502994011976,Chip,Online,4.566636363636364,168.99854545454545,41.08610285293779,28.74536363636364,12.145454545454545,3.0183999999999997,297.4444,40.27661559961009,29.79,53.44,24.68,17490.0,0
364,1052,61,61,1958,12,Male,363 Third Drive,37.99,-122.27,25849,28210,22961,655,2,23.0,0.4243369734789392,0.09659386375455019,0.4790691627665107,Swipe,Online,3.1030933852140077,316.1212840466926,77.18144086087891,66.22522373540856,14.964980544747082,1.7972881355932204,664.5193220338983,76.68274873757488,65.92728813559322,65.1864406779661,25.033898305084747,15360.0,1
365,494,39,68,1980,5,Male,700 Rose Avenue,39.09,-76.85,27635,56347,32530,779,3,12.0,0.39723577235772356,0.05170731707317073,0.5510569105691057,Swipe,Online,2.6694163424124513,202.8284046692607,39.36875208188403,16.424124513618676,11.964980544747082,1.8154237288135593,377.87762711864406,39.40425643997259,9.041906779661016,52.11864406779661,23.923728813559322,17940.0,1
366,94,59,72,1961,1,Female,704 Summit Drive,35.71,-81.15,18029,36760,95755,593,2,5.0,0.19046527618611048,0.5292230116892047,0.28031171212468486,Online,Chip,1.603385214007782,186.49589494163425,36.40584830934538,25.66643968871595,16.976653696498055,0.08347457627118644,342.2916101694915,36.010992586950834,25.62699152542373,73.94915254237289,19.491525423728813,15420.0,0
367,425,38,67,1981,11,Male,8897 East Street,36.46,-121.82,29174,59482,130605,688,4,8.0,0.48442311824106565,0.02571080713313758,0.48986607462579673,Swipe,Online,1.0345136186770427,223.47531128404668,35.259191320911434,21.898200389105057,27.16536964980545,0.7400847457627119,373.73,35.51342971898502,16.144745762711864,118.33050847457628,22.466101694915253,2640.0,0
368,1720,55,60,1964,5,Female,4941 Ocean View Drive,32.75,-97.33,12175,24827,60261,590,1,3.0,0.4333578792341679,0.06848306332842416,0.49815905743740796,Swipe,Online,13.270311284046691,172.9965953307393,79.4355304391197,77.62034046692608,10.568093385214008,4.937627118644068,215.82550847457628,78.29708152996815,76.85042372881357,46.03389830508475,17.906779661016948,28320.0,0
369,1699,67,65,1953,1,Female,9205 Summit Street,37.42,-121.94,51631,52929,37514,737,7,25.0,0.3581449727201871,0.17429851909586905,0.4675565081839439,Swipe,Online,8.143891050583658,233.78101167315177,51.43174399762327,37.02903696498054,19.96887159533074,4.400169491525424,406.8595762711864,51.420027219155024,34.29868644067796,86.98305084745763,26.338983050847457,4380.0,1
370,1495,52,70,1967,12,Male,469 Mountain View Boulevard,39.77,-86.14,31114,63433,122550,770,7,13.0,0.2929920780012188,0.029128580134064594,0.6778793418647167,Swipe,Online,9.159785992217898,222.3124708171206,53.8108064414149,45.8990953307393,15.963035019455253,4.631525423728814,439.483220338983,53.519464457800936,44.48690677966102,69.53389830508475,24.60169491525424,17220.0,1
